scenario,p,severity,log_return,S_T
Mild tariffs / tighter language,0.3,1,-0.057993292751916344,377.83055047195387
Mild tariffs / tighter language,0.3,1,-0.08991776911416699,365.9590125549332
No new measures,0.45,0,0.005403049188019614,402.55919641279655
No new measures,0.45,0,0.029388335354695955,412.3314202430305
No new measures,0.45,0,0.08627179797751706,436.46618626040885
No new measures,0.45,0,0.061931226372400575,425.97060224007305
No new measures,0.45,0,0.14092717311886307,460.98535832478086
Aggressive tariffs / restrictions,0.2,2,0.06692083065673814,428.10133832637234
No new measures,0.45,0,-0.2099095917486021,324.57918142757023
No new measures,0.45,0,-0.015252834347611032,394.3292713391055
No new measures,0.45,0,0.2791629452206085,529.3247056785706
No new measures,0.45,0,0.12392968952241122,453.215984219045
Mild tariffs / tighter language,0.3,1,-0.12747708096233437,352.4687718132719
Mild tariffs / tighter language,0.3,1,-0.07773094340041653,370.4461778746327
Aggressive tariffs / restrictions,0.2,2,-0.020521848198868944,392.2570091298692
Mild tariffs / tighter language,0.3,1,-0.0759182884476436,371.1182779324146
No new measures,0.45,0,-0.14620264139537983,345.93000859397966
Aggressive tariffs / restrictions,0.2,2,0.3268536843796611,555.1802262804764
No new measures,0.45,0,0.01947219684404646,408.2628901596209
No new measures,0.45,0,-0.1025666216045969,361.35920346900946
No new measures,0.45,0,-0.03637797711091419,386.08638184009135
Mild tariffs / tighter language,0.3,1,-0.060864924694263606,376.7471165506758
Mild tariffs / tighter language,0.3,1,0.049146653184602554,420.5594134718898
No new measures,0.45,0,0.22490640265935408,501.37058153133466
Mild tariffs / tighter language,0.3,1,0.07194224179508314,430.2564173957255
No new measures,0.45,0,0.1130107894608346,448.29428286165665
Mild tariffs / tighter language,0.3,1,0.03862928827854219,416.1594154070718
No new measures,0.45,0,-0.15335091355120603,343.4660238544422
No new measures,0.45,0,-0.07223945279142568,372.4860754945394
No new measures,0.45,0,0.010087521488970857,404.449397658985
Mild tariffs / tighter language,0.3,1,-0.3276912712832025,288.51521919712616
No new measures,0.45,0,-0.018408054652578963,393.0870364083518
No new measures,0.45,0,0.04366313712047988,418.2595805204593
No new measures,0.45,0,-0.07322190925100029,372.1203038503464
Aggressive + retaliation,0.05,3,0.253827476808994,516.0824737191045
Aggressive tariffs / restrictions,0.2,2,-0.03216536970171791,387.7162427646238
Mild tariffs / tighter language,0.3,1,-0.13119945894015722,351.1591887129925
No new measures,0.45,0,-0.029358483210858065,388.8060470116241
Aggressive + retaliation,0.05,3,0.028588935050203643,412.00193409334696
Aggressive tariffs / restrictions,0.2,2,-0.26334454979953137,307.6905465433815
Mild tariffs / tighter language,0.3,1,-0.1294489036034256,351.77445067277034
No new measures,0.45,0,-0.07447278057363721,371.6551202367653
No new measures,0.45,0,-0.02950899597739729,388.7475311416444
No new measures,0.45,0,0.08564947722825783,436.19464879681135
Aggressive tariffs / restrictions,0.2,2,0.2618671753222368,520.2483449511419
Mild tariffs / tighter language,0.3,1,0.15433281177774807,467.20676928805074
No new measures,0.45,0,0.041891380422410376,417.5191824034853
No new measures,0.45,0,-0.06536997218083258,375.05367029219616
Mild tariffs / tighter language,0.3,1,-0.10942176104345225,358.89050703844794
No new measures,0.45,0,0.13168998012095975,456.7467541416264
Aggressive tariffs / restrictions,0.2,2,0.02185319801705382,409.2361227541762
Aggressive tariffs / restrictions,0.2,2,-0.1281327711906588,352.2377372356393
Mild tariffs / tighter language,0.3,1,-0.24468264009399404,313.48655381022013
No new measures,0.45,0,0.1243212534953102,453.39348201901106
Mild tariffs / tighter language,0.3,1,0.08885655507838171,437.59580460023324
Mild tariffs / tighter language,0.3,1,0.011767855359354863,405.12957898654696
Mild tariffs / tighter language,0.3,1,0.3242719907294525,553.7487696019473
No new measures,0.45,0,0.009880074902138523,404.3655047138477
No new measures,0.45,0,-0.017734761207494516,393.35178845121925
No new measures,0.45,0,0.1994226760301,488.7552166619411
Mild tariffs / tighter language,0.3,1,-0.1781187569341547,335.0635957123634
No new measures,0.45,0,0.18269795704592062,480.6488999009434
No new measures,0.45,0,-0.15281516547294682,343.6500844173135
No new measures,0.45,0,0.13835248438420522,459.79999114643874
Mild tariffs / tighter language,0.3,1,-0.02810799258025273,389.2925494505092
No new measures,0.45,0,0.1952581235503436,486.7240023972949
Aggressive tariffs / restrictions,0.2,2,0.3583284734289761,572.9323128745908
Mild tariffs / tighter language,0.3,1,-0.13375028734251415,350.26458335812805
No new measures,0.45,0,0.08057007375199726,433.98465765128157
Mild tariffs / tighter language,0.3,1,-0.13349834618820747,350.35284053891326
No new measures,0.45,0,-0.040180677478715815,384.6209989856752
Aggressive + retaliation,0.05,3,0.03866942124574915,416.1761174543923
Mild tariffs / tighter language,0.3,1,-0.10610276642825807,360.0836416070871
Aggressive tariffs / restrictions,0.2,2,-0.03535810081074731,386.48034305245096
No new measures,0.45,0,-0.027151341823421056,389.6651446558966
Mild tariffs / tighter language,0.3,1,-0.14165488912885105,347.50679527462603
Mild tariffs / tighter language,0.3,1,0.023974379920949244,410.105108324589
Aggressive tariffs / restrictions,0.2,2,-0.12578889489390016,353.06430722926325
Mild tariffs / tighter language,0.3,1,0.008124399221304956,403.65619287402563
Mild tariffs / tighter language,0.3,1,-0.004066582304762179,398.765101859938
No new measures,0.45,0,0.19384249641770784,486.0354701608389
No new measures,0.45,0,0.09978448294221677,442.40404418433997
Mild tariffs / tighter language,0.3,1,0.16356377946482942,471.5395067922039
No new measures,0.45,0,0.06881407358270936,428.91260587771046
No new measures,0.45,0,0.2607074375574646,519.6453430280791
Aggressive tariffs / restrictions,0.2,2,0.13406875537992227,457.8345453124066
Aggressive tariffs / restrictions,0.2,2,0.13530452927369715,458.4006750232841
No new measures,0.45,0,-0.09829982282329384,362.90434453681553
Mild tariffs / tighter language,0.3,1,0.07197694517897682,430.2713490084384
No new measures,0.45,0,0.0002470854786616201,400.4889574300171
Mild tariffs / tighter language,0.3,1,0.10774541271731103,445.9400479763318
No new measures,0.45,0,0.030419351590420987,412.7567598601483
Mild tariffs / tighter language,0.3,1,0.02081914508525024,408.8131696572746
Mild tariffs / tighter language,0.3,1,0.039874953007362136,416.67813351976554
Aggressive tariffs / restrictions,0.2,2,0.12796286886109925,455.04757665013074
No new measures,0.45,0,-0.012739540492264242,395.3215831369774
Aggressive tariffs / restrictions,0.2,2,0.2014617844650972,489.7528583509972
No new measures,0.45,0,-0.1877866676172715,331.8398393998315
No new measures,0.45,0,0.11788746449716556,450.485807733908
Mild tariffs / tighter language,0.3,1,0.11964217343445288,451.27697313636105
No new measures,0.45,0,-0.07073384114247215,373.04731726893203
Aggressive tariffs / restrictions,0.2,2,-0.3567347650827698,280.25624450326825
Aggressive tariffs / restrictions,0.2,2,0.11368257872035031,448.59554332642773
No new measures,0.45,0,-0.07265977685288026,372.3295435338316
Aggressive + retaliation,0.05,3,0.09068697586905838,438.3975225756693
No new measures,0.45,0,-0.028587571148473385,389.1058978476564
Mild tariffs / tighter language,0.3,1,-0.1474315679351538,345.505147140743
No new measures,0.45,0,-0.014743075041232073,394.53033559778277
Aggressive tariffs / restrictions,0.2,2,-0.016007347813887816,394.03185680947644
No new measures,0.45,0,-0.0030583712866758574,399.16734396765105
No new measures,0.45,0,0.11357144194934186,448.5456906365385
No new measures,0.45,0,0.13561761036323866,458.5442140745758
Aggressive + retaliation,0.05,3,0.01480982393831036,406.36384678637995
Aggressive tariffs / restrictions,0.2,2,-0.006570232664932771,397.7679822093798
Mild tariffs / tighter language,0.3,1,-0.08435610054260609,368.00002575193975
Aggressive tariffs / restrictions,0.2,2,-0.11682949661932593,356.24176376886163
Aggressive tariffs / restrictions,0.2,2,-0.10230489440036292,361.45379338089424
Mild tariffs / tighter language,0.3,1,0.009436098424091316,404.18601578859983
No new measures,0.45,0,-0.0178718013259212,393.29788716894996
Aggressive tariffs / restrictions,0.2,2,-0.07205600626772622,372.55441303816616
Mild tariffs / tighter language,0.3,1,0.005355156410193599,402.5399171963122
No new measures,0.45,0,-0.05428327163004321,379.234913291722
No new measures,0.45,0,-0.0038004694109717695,398.8712325158782
Mild tariffs / tighter language,0.3,1,-0.18328848500693673,333.3358777992672
No new measures,0.45,0,-0.08604321083603367,367.3796925529147
Aggressive tariffs / restrictions,0.2,2,-0.006446836628802043,397.81706823013207
No new measures,0.45,0,0.006951880848134233,403.1831759361539
No new measures,0.45,0,-0.09168156939181715,365.31410286012203
Aggressive tariffs / restrictions,0.2,2,-0.4076568726324382,266.3422766795745
No new measures,0.45,0,0.23861564123693657,508.29132109238185
No new measures,0.45,0,0.023747402389824958,410.0120342428622
Mild tariffs / tighter language,0.3,1,0.09827690777878906,441.7375893267487
Aggressive tariffs / restrictions,0.2,2,0.09375920950633455,439.7464532451099
No new measures,0.45,0,-0.04780125274147297,381.70110547998604
No new measures,0.45,0,0.08585998747445107,436.2864819052837
Aggressive tariffs / restrictions,0.2,2,0.1384722184685565,459.8550481733989
Aggressive + retaliation,0.05,3,-0.05909928659537665,377.41290320948417
Mild tariffs / tighter language,0.3,1,0.18564080171737277,482.0654582881847
No new measures,0.45,0,-0.12241099998949768,354.25893788607175
No new measures,0.45,0,-0.06647245603706663,374.64040752510135
No new measures,0.45,0,0.05554547020595186,423.2591244720517
No new measures,0.45,0,0.024549342430667583,410.3409711865734
Mild tariffs / tighter language,0.3,1,0.17586477064202155,477.3757321916403
No new measures,0.45,0,0.12271170502483222,452.66431020960687
Mild tariffs / tighter language,0.3,1,-0.08940741538209314,366.1458287698981
Mild tariffs / tighter language,0.3,1,0.10961159387789565,446.77302989845305
Mild tariffs / tighter language,0.3,1,-0.051995328510020165,380.1035745473015
No new measures,0.45,0,-0.2833528159736523,301.5953724606862
Aggressive tariffs / restrictions,0.2,2,0.05065792545070906,421.195473758795
Mild tariffs / tighter language,0.3,1,0.009090897146887792,404.0465143391463
Mild tariffs / tighter language,0.3,1,0.14212665045955084,461.5386315695054
No new measures,0.45,0,0.0979252631445582,441.58228198182155
No new measures,0.45,0,-0.048396153750011175,381.4740986373706
Aggressive tariffs / restrictions,0.2,2,0.0715712317755716,430.0968175623119
No new measures,0.45,0,-0.11576901923136389,356.61975049174845
No new measures,0.45,0,-0.17518894372482854,336.0467089268492
Mild tariffs / tighter language,0.3,1,0.17289623755713732,475.9607278194626
Mild tariffs / tighter language,0.3,1,-0.05700337411647153,378.20475716143585
Aggressive + retaliation,0.05,3,-0.10737577789865656,359.62554264549937
No new measures,0.45,0,-0.04971898909818615,380.9698048376504
Aggressive tariffs / restrictions,0.2,2,0.13611956047091098,458.77443816787337
No new measures,0.45,0,0.18087733509720422,479.7746160758145
Mild tariffs / tighter language,0.3,1,-0.06697129323737114,374.4535695578292
Mild tariffs / tighter language,0.3,1,0.19323152720369355,485.7386081476615
No new measures,0.45,0,0.11415166882702935,448.8060244211424
No new measures,0.45,0,0.18564787675016756,482.0688689291765
No new measures,0.45,0,-0.0022332405046926757,399.4968451524115
Aggressive + retaliation,0.05,3,0.13377107820527523,457.69827870123834
Mild tariffs / tighter language,0.3,1,-0.013016170712248159,395.21224036492464
Aggressive tariffs / restrictions,0.2,2,0.010586567764821857,404.6512869965279
Aggressive tariffs / restrictions,0.2,2,0.34575956076687,565.7762428900529
Mild tariffs / tighter language,0.3,1,-0.3869868124268365,271.9048791871437
Aggressive tariffs / restrictions,0.2,2,-0.029426480304676688,388.7796102291906
No new measures,0.45,0,0.021476302306298316,409.08191247724534
No new measures,0.45,0,-0.15972747543402913,341.2828594375717
Aggressive tariffs / restrictions,0.2,2,0.13771871945592318,459.5086783596901
Aggressive tariffs / restrictions,0.2,2,-0.18379687068906816,333.16645768068366
No new measures,0.45,0,-0.15974711222409838,341.2761578035062
Mild tariffs / tighter language,0.3,1,0.05674009201761963,423.7650611954866
Mild tariffs / tighter language,0.3,1,-0.10334764798033615,361.0770825862505
Aggressive tariffs / restrictions,0.2,2,-0.05300599237236783,379.71961166194666
Mild tariffs / tighter language,0.3,1,-0.0366608617047348,385.9771793973574
No new measures,0.45,0,-0.005749990743393331,398.0943820285415
No new measures,0.45,0,-0.13790039832841033,348.81395867154663
No new measures,0.45,0,-0.08212566015632439,368.82174392757076
Mild tariffs / tighter language,0.3,1,0.07649762392809055,432.22087081302817
Aggressive tariffs / restrictions,0.2,2,0.16062745400471934,470.15694415327266
Mild tariffs / tighter language,0.3,1,-0.23845077588355337,315.44625941269
No new measures,0.45,0,0.014650203883745033,406.29898814349036
No new measures,0.45,0,0.14674031901006454,463.67293754310793
Mild tariffs / tighter language,0.3,1,0.09856173125330354,441.8634244813167
Aggressive tariffs / restrictions,0.2,2,-0.05859693528695582,377.6025447045648
No new measures,0.45,0,0.011057916812782145,404.84206395314607
No new measures,0.45,0,-0.13619538520839497,349.40919834905577
Mild tariffs / tighter language,0.3,1,-0.19539730532354527,329.32391265304074
No new measures,0.45,0,-0.1857917638710726,332.5024886795947
Aggressive tariffs / restrictions,0.2,2,-0.1263682547383823,352.8598151900926
No new measures,0.45,0,0.022886768408012407,409.65931575577
No new measures,0.45,0,-0.057608474076570805,377.975974703077
Aggressive tariffs / restrictions,0.2,2,0.029021096434190707,412.1800238983867
No new measures,0.45,0,0.022483452403763825,409.4941269113278
No new measures,0.45,0,-0.01194275076674142,395.63669683570566
No new measures,0.45,0,0.0024293050857359154,401.3638665600676
No new measures,0.45,0,0.1391353737078276,460.1601045966034
No new measures,0.45,0,0.12323526804960595,452.9013705576685
No new measures,0.45,0,0.04964039701070485,420.7671133568492
No new measures,0.45,0,-0.08620749885264285,367.3193414295016
No new measures,0.45,0,-0.04924333363691973,381.15105830958356
Mild tariffs / tighter language,0.3,1,-0.0957928245219281,363.81528649999586
Mild tariffs / tighter language,0.3,1,0.04103331098918629,417.16107561749584
No new measures,0.45,0,0.09202743921541948,438.9855724274008
No new measures,0.45,0,0.1498633335114781,465.12325835866284
Mild tariffs / tighter language,0.3,1,-0.15868330631071872,341.63940257498456
Aggressive tariffs / restrictions,0.2,2,-0.022653708454812776,391.42166273925034
Aggressive tariffs / restrictions,0.2,2,-0.1895245346755968,331.2636466924785
No new measures,0.45,0,-0.12688873857351662,352.6762051473923
No new measures,0.45,0,0.17416562925184853,476.56529204758976
No new measures,0.45,0,-0.07380039331723354,371.90510043572164
No new measures,0.45,0,0.08187570513808116,434.5516517034601
Mild tariffs / tighter language,0.3,1,-0.15823664549918098,341.7920335924014
No new measures,0.45,0,0.31103388939379806,546.4664953672134
No new measures,0.45,0,-0.16084807980128188,340.9006305784807
No new measures,0.45,0,0.06429502595393184,426.978702375331
Mild tariffs / tighter language,0.3,1,0.04320157267534385,418.06657131577333
No new measures,0.45,0,-0.02374068598348756,390.99642734014657
Aggressive tariffs / restrictions,0.2,2,-0.0958974829699139,363.77721214919325
No new measures,0.45,0,0.058065823757360795,424.32723254917244
Aggressive tariffs / restrictions,0.2,2,0.007531105430478607,403.41677719010704
No new measures,0.45,0,-0.05652195923731226,378.38687439235724
Aggressive tariffs / restrictions,0.2,2,-0.4473444101046552,255.97881792736283
Aggressive tariffs / restrictions,0.2,2,-0.022510372009942145,391.47777174996975
Aggressive + retaliation,0.05,3,0.12542660206838457,453.89491693653304
Aggressive tariffs / restrictions,0.2,2,-0.18564990353357777,332.54966094071403
Aggressive tariffs / restrictions,0.2,2,-0.07476840298923929,371.5452668907058
Mild tariffs / tighter language,0.3,1,0.06826484788699373,428.67710073200476
Aggressive tariffs / restrictions,0.2,2,-0.24851182326621435,312.28845171379083
No new measures,0.45,0,-0.2564716466995554,309.812557689969
Mild tariffs / tighter language,0.3,1,-0.022915159798441595,391.3193383966031
Mild tariffs / tighter language,0.3,1,0.07990045820763976,433.6941520528927
Aggressive tariffs / restrictions,0.2,2,-0.09191512423940562,365.2287919432835
Mild tariffs / tighter language,0.3,1,0.5195188202317753,673.1430945235622
No new measures,0.45,0,-0.07101350827264646,372.94300278363846
Mild tariffs / tighter language,0.3,1,-0.1921376643084907,330.399141864533
No new measures,0.45,0,0.04729298903671682,419.78055965479604
No new measures,0.45,0,0.15500215543743756,467.5195958593994
Mild tariffs / tighter language,0.3,1,-0.2888033721010742,299.95598180935804
No new measures,0.45,0,0.05358389829026334,422.4296850289444
No new measures,0.45,0,0.16827938719831198,473.7683531895013
No new measures,0.45,0,-0.0430303946933086,383.5264981533966
No new measures,0.45,0,-0.05177290569873042,380.18812765585506
No new measures,0.45,0,0.04687102815164183,419.60346604422284
No new measures,0.45,0,-0.030302433194511084,388.4392067165877
Mild tariffs / tighter language,0.3,1,0.14487805046755164,462.81025753774264
No new measures,0.45,0,0.1306372384580608,456.26617081357807
Aggressive tariffs / restrictions,0.2,2,0.2789444718580564,529.2090749618147
Aggressive tariffs / restrictions,0.2,2,-0.20538426247062427,326.0513375836762
Mild tariffs / tighter language,0.3,1,-0.15251158490811695,343.7544257412424
No new measures,0.45,0,-0.14106064538382698,347.71336038300456
Mild tariffs / tighter language,0.3,1,0.04765880880018918,419.93415177164235
Aggressive tariffs / restrictions,0.2,2,-0.14490139478752603,346.3804418430284
Mild tariffs / tighter language,0.3,1,0.07830060706879564,433.0008606991763
Aggressive tariffs / restrictions,0.2,2,-0.09476707435438088,364.1886615531035
Mild tariffs / tighter language,0.3,1,-0.0044710723523446756,398.603837961932
Mild tariffs / tighter language,0.3,1,0.03583251174749128,414.9971365955447
No new measures,0.45,0,0.1027155004404921,443.70264035352784
Mild tariffs / tighter language,0.3,1,0.2204418709772886,499.1371859280241
No new measures,0.45,0,0.1398284862988293,460.4791579161395
Mild tariffs / tighter language,0.3,1,-0.07895194301334232,369.9941392604842
Aggressive tariffs / restrictions,0.2,2,-0.39705347067003416,269.18143667510594
No new measures,0.45,0,0.04923655006656717,420.5972221512575
Mild tariffs / tighter language,0.3,1,0.16466078271190937,472.0570709951833
No new measures,0.45,0,0.10809183952145152,446.0945603240546
Mild tariffs / tighter language,0.3,1,-0.16893825579724123,338.1538105903484
No new measures,0.45,0,-0.05976957500946737,377.1600124774667
Aggressive tariffs / restrictions,0.2,2,-0.3303951971396365,287.7361491844024
No new measures,0.45,0,-0.07935342670282132,369.84562246389896
Aggressive + retaliation,0.05,3,-0.3907394621988518,270.8864275455974
Aggressive tariffs / restrictions,0.2,2,0.06293024885543574,426.3963690887388
Mild tariffs / tighter language,0.3,1,0.04525974778374262,418.9279116170339
Aggressive tariffs / restrictions,0.2,2,-0.13372998669006042,350.2716940298771
Aggressive tariffs / restrictions,0.2,2,0.2771765711708394,528.274312401659
Aggressive tariffs / restrictions,0.2,2,-0.19326701071963043,330.02621739951417
No new measures,0.45,0,0.04785143403748049,420.0150494784939
Mild tariffs / tighter language,0.3,1,0.06278003907912903,426.33232499566486
No new measures,0.45,0,-0.06761853585024763,374.2112856677549
Mild tariffs / tighter language,0.3,1,-0.009841798174594395,396.46878456183396
No new measures,0.45,0,0.04229639368800502,417.6883174596576
Mild tariffs / tighter language,0.3,1,0.1251237513077994,453.7574753289113
Mild tariffs / tighter language,0.3,1,0.005582367265974652,402.63138902668743
Mild tariffs / tighter language,0.3,1,0.042881449209316774,417.9327598151771
Mild tariffs / tighter language,0.3,1,-0.09104475899468581,365.5468127672221
Aggressive tariffs / restrictions,0.2,2,0.28757985330611446,533.7987856198985
Aggressive tariffs / restrictions,0.2,2,-0.33349111036849977,286.84672054107887
Mild tariffs / tighter language,0.3,1,-0.1287381713877703,352.02455697628335
Mild tariffs / tighter language,0.3,1,-0.13196065076443758,350.8919909168137
Aggressive tariffs / restrictions,0.2,2,-0.06010541825348113,377.0333671030511
No new measures,0.45,0,0.04241322110068173,417.7371177556423
No new measures,0.45,0,0.0027556500789468067,401.4948710235379
No new measures,0.45,0,0.04033904579966111,416.87155571769296
Mild tariffs / tighter language,0.3,1,-0.07905885702129514,369.95458381868985
No new measures,0.45,0,0.07821155131884414,432.96230119979515
Aggressive tariffs / restrictions,0.2,2,-0.186907796425088,332.13161207161596
Mild tariffs / tighter language,0.3,1,-0.16523087502513167,339.4098023069174
No new measures,0.45,0,-0.0007499730121279299,400.0898455165691
Aggressive tariffs / restrictions,0.2,2,0.09908889511864241,442.0964203202158
Aggressive tariffs / restrictions,0.2,2,-0.14544911770325986,346.19077328511844
No new measures,0.45,0,-0.04124963197248059,384.2100763083633
No new measures,0.45,0,0.09841251520771724,441.79749628732094
No new measures,0.45,0,0.03936925105195163,416.46747184336806
No new measures,0.45,0,0.058477772210529515,424.5020695056929
No new measures,0.45,0,0.07261061031181537,430.54408336196366
Aggressive tariffs / restrictions,0.2,2,-0.12556368294805792,353.143830483359
No new measures,0.45,0,0.025964844830544904,410.9222210993276
No new measures,0.45,0,-0.02699142406756469,389.7274640142186
Mild tariffs / tighter language,0.3,1,0.24087026178027124,509.43861802052135
Mild tariffs / tighter language,0.3,1,-0.0397255877723734,384.79607587798085
Aggressive tariffs / restrictions,0.2,2,-0.050225138952251294,380.7770258181805
Aggressive tariffs / restrictions,0.2,2,0.4072768800596849,601.6741313809904
Mild tariffs / tighter language,0.3,1,-0.001172959297789144,399.9206487853544
No new measures,0.45,0,-0.05629259113079412,378.4736742274443
Aggressive + retaliation,0.05,3,-0.0832214315306094,368.41782096238876
Mild tariffs / tighter language,0.3,1,-0.14801919789558549,345.3021776061302
Aggressive + retaliation,0.05,3,0.03680896713094314,415.4025606907476
No new measures,0.45,0,0.0004942089928894437,400.58793989853064
Aggressive tariffs / restrictions,0.2,2,0.20512463101296927,491.55003730356754
Mild tariffs / tighter language,0.3,1,0.26365657404645,521.1801100769133
No new measures,0.45,0,0.06177459552482412,425.9038873285445
Mild tariffs / tighter language,0.3,1,-0.03285741321425526,387.4480190760499
Mild tariffs / tighter language,0.3,1,-0.07598146225120914,371.0948337197628
No new measures,0.45,0,0.06678910348396874,428.0449494614703
Mild tariffs / tighter language,0.3,1,-0.06410386766103084,375.5288281756193
Aggressive tariffs / restrictions,0.2,2,-0.1126683500717408,357.7272264247595
No new measures,0.45,0,0.02546545294906983,410.7170611100732
Mild tariffs / tighter language,0.3,1,-0.02721096024150634,389.64191412887976
No new measures,0.45,0,0.047850546532534025,420.01467671322536
No new measures,0.45,0,-0.10871714734592737,359.14347531761
Aggressive tariffs / restrictions,0.2,2,-0.19816370163056515,328.4141311855191
Aggressive tariffs / restrictions,0.2,2,-0.18474793641005194,332.8497451145074
No new measures,0.45,0,-0.039911232295540514,384.7246472243322
Aggressive + retaliation,0.05,3,-0.41137850955268,265.3528896408936
Aggressive tariffs / restrictions,0.2,2,-0.22333103861951364,320.25196291218674
No new measures,0.45,0,0.08210311416136785,434.65048390738315
Aggressive tariffs / restrictions,0.2,2,0.14424064369832443,462.51535314373353
No new measures,0.45,0,-0.07957202182615984,369.7647848501162
Aggressive + retaliation,0.05,3,0.06859092986896981,428.8169074036187
Mild tariffs / tighter language,0.3,1,-0.039181205048930225,385.00560924173453
Mild tariffs / tighter language,0.3,1,-0.17358177726054472,336.58722616211077
No new measures,0.45,0,0.025183312657162695,410.6011976242078
Aggressive tariffs / restrictions,0.2,2,-0.16055883728276704,340.9992477968912
No new measures,0.45,0,0.015541864218991553,406.6614303991467
No new measures,0.45,0,-0.002237474196322038,399.49515380954256
No new measures,0.45,0,0.0829508939822787,435.0191280592459
Aggressive tariffs / restrictions,0.2,2,0.17493570073285522,476.93242272812404
No new measures,0.45,0,0.03441630763259552,414.40983191284215
