scenario,p,severity,log_return,S_T,pnl_$
Aggressive + retaliation,0.05,3,0.8023719644990731,893.200494138654,-577.0
Aggressive + retaliation,0.05,3,0.263674039104954,521.1892125975147,-577.0
Mild tariffs / tighter language,0.3,1,0.2712178299170204,525.1358224741407,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2309941197271131,317.80722522060904,2923.0
No new measures,0.45,0,0.0451690737274106,418.8899274460923,-577.0
Mild tariffs / tighter language,0.3,1,-0.1774278004724511,335.2951900704976,2923.0000000000005
No new measures,0.45,0,-0.0227658292714432,391.3777786829812,-577.0
Mild tariffs / tighter language,0.3,1,0.2434619112417663,510.7606166791852,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0628497249849541,426.3620353851004,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1318264514539104,456.8090912335012,-577.0
No new measures,0.45,0,-0.0699338745231505,373.34586206719007,588.4137932809931
No new measures,0.45,0,0.1115991575956604,447.6619028159176,-577.0
Aggressive + retaliation,0.05,3,-0.0636322354589204,375.7059814361151,352.401856388489
Mild tariffs / tighter language,0.3,1,0.0656135053684224,427.5420362953196,-577.0
No new measures,0.45,0,0.0105543891148227,404.6382660738909,-577.0
No new measures,0.45,0,0.1876757360964764,483.04742864599575,-577.0
No new measures,0.45,0,-0.0123732143584575,395.4664262924351,-577.0
No new measures,0.45,0,0.0024886582649961,401.3876894885644,-577.0
No new measures,0.45,0,0.2611975964427914,519.9001142442698,-577.0
Mild tariffs / tighter language,0.3,1,0.1036039775032377,444.0970351515832,-577.0
Mild tariffs / tighter language,0.3,1,0.1089160573974102,446.46239100052776,-577.0
Mild tariffs / tighter language,0.3,1,-0.2639392513036421,307.5076169122063,2923.0
No new measures,0.45,0,-0.1005001203661665,362.1067248213769,1712.3275178623126
No new measures,0.45,0,-0.0395371212794862,384.8686038792127,-563.8603879212685
No new measures,0.45,0,-0.2873882046245521,300.3807702617103,2922.999999999999
Aggressive tariffs / restrictions,0.2,2,0.0244364782025395,410.2946609830231,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0029521771672141,399.2097354430844,-577.0
No new measures,0.45,0,-0.0033439230421041,399.0533773043362,-577.0
Mild tariffs / tighter language,0.3,1,-0.0018440839636232,399.6523422172267,-577.0
Mild tariffs / tighter language,0.3,1,0.015738220367322,406.7412887113731,-577.0
Mild tariffs / tighter language,0.3,1,0.1909951496272893,484.6535269942288,-577.0
Mild tariffs / tighter language,0.3,1,0.0240600075246678,410.1402261457936,-577.0
Aggressive + retaliation,0.05,3,-0.252188451048644,311.14239142563343,2923.0
No new measures,0.45,0,0.1189192846488289,450.9508679563602,-577.0
Mild tariffs / tighter language,0.3,1,0.2185089384077823,498.1733192494421,-577.0
Mild tariffs / tighter language,0.3,1,0.2695936870371643,524.2836191044609,-577.0
Mild tariffs / tighter language,0.3,1,0.1104231043613183,447.1357380467535,-577.0
No new measures,0.45,0,0.0887217900566553,437.5368359656629,-577.0
Mild tariffs / tighter language,0.3,1,0.0596976062574294,425.0202075400141,-577.0
No new measures,0.45,0,0.0601804663259791,425.22548238208566,-577.0
Mild tariffs / tighter language,0.3,1,-0.0970188067083324,363.3695287409736,1586.0471259026422
Mild tariffs / tighter language,0.3,1,0.1180248820163839,450.547716629636,-577.0
No new measures,0.45,0,-0.049494372749322,381.0553864954004,-182.53864954003984
Aggressive + retaliation,0.05,3,0.0504693727557637,421.1160637038441,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0259103537084642,390.14901464558193,-577.0
Mild tariffs / tighter language,0.3,1,-0.0043793843130828,398.6403868417989,-577.0
Aggressive + retaliation,0.05,3,-0.0392516162545496,384.9785014869736,-574.8501486973585
Aggressive tariffs / restrictions,0.2,2,0.2877229962916049,533.8752006407299,-577.0
No new measures,0.45,0,0.0242189777418317,410.2054314093217,-577.0
Mild tariffs / tighter language,0.3,1,0.2166427073201782,497.2444796982484,-577.0
Mild tariffs / tighter language,0.3,1,-0.1516842212769574,344.0389533388133,2923.0
Mild tariffs / tighter language,0.3,1,-0.0495725573627942,381.0255949919295,-179.5594991929495
Aggressive tariffs / restrictions,0.2,2,-0.2752963463383993,304.0349805396916,2923.0
Mild tariffs / tighter language,0.3,1,0.1573227120325528,468.6057613076986,-577.0
No new measures,0.45,0,0.0019548683682165,401.1734899690794,-577.0
Mild tariffs / tighter language,0.3,1,0.2595479624125247,519.0431763347732,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2207195960688836,499.2758281000183,-577.0
No new measures,0.45,0,0.044092588051694,418.4392410617352,-577.0
No new measures,0.45,0,0.0634028930248882,426.5979504808465,-577.0
No new measures,0.45,0,0.0069809602223044,403.1949004210557,-577.0
Mild tariffs / tighter language,0.3,1,0.1310650220694588,456.4613957579261,-577.0
No new measures,0.45,0,0.047241221844931,419.7588293565196,-577.0
No new measures,0.45,0,0.0341700429849985,414.30778998680057,-577.0
No new measures,0.45,0,-0.0278593292867157,389.38936425465016,-577.0
Mild tariffs / tighter language,0.3,1,0.2028113415610634,490.4142539914609,-577.0
No new measures,0.45,0,0.0532265723624567,422.2787669148917,-577.0
No new measures,0.45,0,-0.092571154895946,364.98926923482776,1424.073076517224
Mild tariffs / tighter language,0.3,1,0.0619481532479332,425.9778126524624,-577.0
No new measures,0.45,0,0.0641731629700262,426.92667264690886,-577.0
No new measures,0.45,0,-0.0746946536344437,371.5726691248525,765.7330875147504
Mild tariffs / tighter language,0.3,1,0.258758813540291,518.6337355736339,-577.0
No new measures,0.45,0,0.041937896839226,417.5386043515186,-577.0
No new measures,0.45,0,0.0947007234414904,440.1606756262487,-577.0
No new measures,0.45,0,-0.054826996657072,379.0287698260016,20.123017399837863
No new measures,0.45,0,0.1556821895129512,467.8376332414264,-577.0
Mild tariffs / tighter language,0.3,1,0.0711566938767866,429.91856308045743,-577.0
Aggressive + retaliation,0.05,3,0.0560534773424689,423.4741977526349,-577.0
No new measures,0.45,0,0.236867826415564,507.4036979142383,-577.0
Mild tariffs / tighter language,0.3,1,0.1066659523971834,445.4589331083079,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0740170918727352,431.1500617251775,-577.0
Mild tariffs / tighter language,0.3,1,0.0678764049028155,428.5106164566653,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0793760242234244,369.83726496425504,939.2735035744959
Mild tariffs / tighter language,0.3,1,0.0074916684102594,403.4008679482168,-577.0
Mild tariffs / tighter language,0.3,1,0.0968822087313343,441.1219277627861,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0973543092287907,441.3302308104392,-577.0
No new measures,0.45,0,-0.025180261522971,390.4339633991244,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0755994933206543,431.8328542906182,-577.0
Mild tariffs / tighter language,0.3,1,0.0744889465617024,431.353549908102,-577.0
Mild tariffs / tighter language,0.3,1,0.1006579763054766,442.7906500050422,-577.0
Mild tariffs / tighter language,0.3,1,-0.2470125824345413,312.75699845630044,2923.0
No new measures,0.45,0,0.0291249863603215,412.2228474750527,-577.0
No new measures,0.45,0,0.1749285757963951,476.929024627022,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1653371492476169,339.3737337106883,2923.0
Mild tariffs / tighter language,0.3,1,-0.0699302773533097,373.3472050580808,588.2794941919183
Aggressive tariffs / restrictions,0.2,2,0.1868772370534526,482.66186969120105,-577.0
No new measures,0.45,0,-0.1485644616028298,345.1139481826493,2923.0
No new measures,0.45,0,0.0482692663959591,420.1905820262496,-577.0
No new measures,0.45,0,0.0122188903619061,405.31234782171134,-577.0
No new measures,0.45,0,0.1414551637527415,461.228818543033,-577.0
Mild tariffs / tighter language,0.3,1,-0.0249752514478954,390.51401450063366,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0405093294410945,416.9425481684655,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1294113972796565,351.7876446866389,2744.2355313361113
Mild tariffs / tighter language,0.3,1,-0.1504518135492739,344.4632109790315,2923.0
No new measures,0.45,0,0.0183363677061069,407.7994365249348,-577.0
Mild tariffs / tighter language,0.3,1,-0.0785332505085396,370.1490854685579,908.0914531442072
Mild tariffs / tighter language,0.3,1,0.1329804355997693,457.3365459611322,-577.0
Mild tariffs / tighter language,0.3,1,0.0824640906547518,434.8074108366741,-577.0
Mild tariffs / tighter language,0.3,1,0.1676603142464459,473.4751467840333,-577.0
No new measures,0.45,0,0.0932546606079629,439.5246356201871,-577.0
No new measures,0.45,0,-0.0437856423732561,383.23695000951295,-400.69500095129524
Aggressive + retaliation,0.05,3,-0.2609950538443552,308.4143141495218,2923.0
Mild tariffs / tighter language,0.3,1,0.1588120793770256,469.304207418328,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2700199643922785,524.5071569801246,-577.0
No new measures,0.45,0,0.146949986290891,463.7701647794444,-577.0
Mild tariffs / tighter language,0.3,1,0.1690307616661092,474.12446440342114,-577.0
No new measures,0.45,0,-0.0758589096205941,371.1403151547206,808.9684845279389
Aggressive tariffs / restrictions,0.2,2,0.1095015868535064,446.7238844300796,-577.0
No new measures,0.45,0,0.1382690207686246,459.7616161782128,-577.0
Mild tariffs / tighter language,0.3,1,0.0468329939984028,419.5875070851904,-577.0
No new measures,0.45,0,0.0528697078511877,422.1280974950008,-577.0
No new measures,0.45,0,-0.2083538171456023,325.0845464898287,2923.0
No new measures,0.45,0,0.0514559378335115,421.53172711176,-577.0
Mild tariffs / tighter language,0.3,1,0.2152797694838152,496.56722801375633,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0723507761144504,430.43222781821015,-577.0
Aggressive + retaliation,0.05,3,-0.4020245278755566,267.8466407768362,2923.0
Mild tariffs / tighter language,0.3,1,-0.03212262728415,387.7328150483371,-577.0
Mild tariffs / tighter language,0.3,1,0.2086593885911952,493.2906219831344,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1841054303642708,481.3258767046861,-577.0
No new measures,0.45,0,0.1099117856264496,446.90716760801456,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0102794054463792,404.5270124562584,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1540582969585628,467.07853170862086,-577.0
Mild tariffs / tighter language,0.3,1,0.1554308363958668,467.7200555713977,-577.0
No new measures,0.45,0,-0.0874398466203967,366.866955064954,1236.3044935045973
No new measures,0.45,0,-0.0463472737982732,382.25649451408685,-302.6494514086853
No new measures,0.45,0,0.0542274799111155,422.7016405137204,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1434455709210849,462.1477659260525,-577.0
Mild tariffs / tighter language,0.3,1,0.1251656307459817,453.77647883497445,-577.0
Mild tariffs / tighter language,0.3,1,0.0385324295673854,416.1191086945192,-577.0
Mild tariffs / tighter language,0.3,1,-0.0467333475634285,382.1089437945584,-287.89437945583995
Aggressive tariffs / restrictions,0.2,2,-0.0881909513851027,366.59150300661815,1263.8496993381846
No new measures,0.45,0,-0.0102961341897346,396.2886954277163,-577.0
No new measures,0.45,0,0.0801016226556761,433.7814046733754,-577.0
Mild tariffs / tighter language,0.3,1,0.0406928263339473,417.0190628504411,-577.0
No new measures,0.45,0,0.0221926671776173,409.3750693799527,-577.0
No new measures,0.45,0,-0.0971489205913439,363.32225239634215,1590.774760365785
Mild tariffs / tighter language,0.3,1,-0.1554591930488334,342.74266426824573,2923.0
No new measures,0.45,0,0.294915283615855,537.7288260576485,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0220016947629228,391.67695824169584,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0738333387146513,371.8928480762166,733.715192378342
Aggressive + retaliation,0.05,3,0.0612167444974291,425.6663626652752,-577.0
Aggressive + retaliation,0.05,3,-0.1365741840371892,349.2768676188963,2923.0
No new measures,0.45,0,0.0081576155346229,403.669601067285,-577.0
No new measures,0.45,0,0.058036133002569,424.3146341403884,-577.0
Mild tariffs / tighter language,0.3,1,0.1743781979158194,476.6666056626837,-577.0
No new measures,0.45,0,0.235163995940164,506.5399041184671,-577.0
Aggressive + retaliation,0.05,3,-0.0302958426575051,388.4417667479901,-577.0
No new measures,0.45,0,0.1374175437381338,459.3703063418466,-577.0
Mild tariffs / tighter language,0.3,1,-0.0214419649416148,391.8962528826927,-577.0
Mild tariffs / tighter language,0.3,1,-0.0135056249571644,395.01884938811327,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2453669367750671,511.7345560905413,-577.0
Mild tariffs / tighter language,0.3,1,-0.1953329815198334,329.3450967010678,2923.0
Mild tariffs / tighter language,0.3,1,-0.0954924966843431,363.92456676740255,1530.5433232597447
No new measures,0.45,0,0.1035225519885012,444.06087579407017,-577.0
Mild tariffs / tighter language,0.3,1,0.3779129111424569,584.2634650220258,-577.0
Mild tariffs / tighter language,0.3,1,-0.0432844115361867,383.4290883355665,-419.90883355665187
Mild tariffs / tighter language,0.3,1,0.1711147445866703,475.1135619626986,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2488310166750023,312.18878720533644,2923.0
No new measures,0.45,0,0.1583641555615925,469.09404195971337,-577.0
No new measures,0.45,0,0.1039461036485329,444.2489983521663,-577.0
Aggressive + retaliation,0.05,3,-0.2708479249033337,305.3904689206678,2923.0
No new measures,0.45,0,0.1039421572868991,444.2472451884228,-577.0
Mild tariffs / tighter language,0.3,1,-0.127604975953416,352.42369570540995,2680.6304294590045
Mild tariffs / tighter language,0.3,1,-0.1361045376124227,349.440942776667,2923.0
Aggressive tariffs / restrictions,0.2,2,0.065977142354661,427.6975346636538,-577.0
No new measures,0.45,0,0.1056319191476969,444.9985518259908,-577.0
No new measures,0.45,0,0.0265456058711723,411.16093802810656,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2405923766795269,509.2970722864659,-577.0
Mild tariffs / tighter language,0.3,1,0.033439604404818,414.005274091016,-577.0
Mild tariffs / tighter language,0.3,1,0.0441627896320003,418.4686171888332,-577.0
No new measures,0.45,0,0.1601907967983164,469.95169155124296,-577.0
No new measures,0.45,0,0.1171640037751831,450.1600168088808,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.203770662445605,326.5778787293152,2923.0
Mild tariffs / tighter language,0.3,1,-0.0418351707879267,383.985172246854,-475.5172246854006
Aggressive tariffs / restrictions,0.2,2,0.0161995802647766,406.9289861253241,-577.0
Aggressive + retaliation,0.05,3,0.2205537065749075,499.1930103550271,-577.0
Mild tariffs / tighter language,0.3,1,0.0351011759022271,414.69374526786936,-577.0
Mild tariffs / tighter language,0.3,1,-0.0642272440281919,375.482499651016,374.7500348984015
Mild tariffs / tighter language,0.3,1,0.1922664915209334,485.2700791682581,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2134349940555814,495.6520174316006,-577.0
Mild tariffs / tighter language,0.3,1,0.2950988525206827,537.8275454099665,-577.0
No new measures,0.45,0,-0.2024644172843682,327.0047482405926,2923.0
Aggressive tariffs / restrictions,0.2,2,-0.056478807825462,378.4032026725045,82.67973274954943
Mild tariffs / tighter language,0.3,1,0.1705667056832032,474.8532525835269,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0302816390840868,412.6999220059732,-577.0
No new measures,0.45,0,0.1361203352246809,458.7747936052365,-577.0
Mild tariffs / tighter language,0.3,1,-0.1404561740435357,347.9236066815216,2923.0
Mild tariffs / tighter language,0.3,1,0.0932103059242964,439.50514107635087,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.032595451939826,387.5495287481231,-577.0
No new measures,0.45,0,-0.0405911418351547,384.46315817108393,-523.3158171083933
No new measures,0.45,0,0.0707879471987955,429.7600612638199,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1579370309044919,341.89445481669475,2923.0000000000005
Aggressive + retaliation,0.05,3,-0.3163843976140911,291.7959367094551,2923.0
No new measures,0.45,0,-0.1350397918894075,349.813206673962,2923.0
No new measures,0.45,0,-0.0180068838551812,393.2447630837472,-577.0
Mild tariffs / tighter language,0.3,1,-0.0393775745795726,384.9300132935664,-570.001329356639
No new measures,0.45,0,0.0055240816510983,402.6079220925085,-577.0
No new measures,0.45,0,0.1023569136326676,443.5435629633315,-577.0
Mild tariffs / tighter language,0.3,1,-0.0394496722137396,384.9022617507104,-567.2261750710409
Mild tariffs / tighter language,0.3,1,0.1270519876353421,454.6332710759645,-577.0
No new measures,0.45,0,-0.0184800689965813,393.0587295225522,-577.0
No new measures,0.45,0,-0.1880883632514997,331.73973986957645,2923.0
Aggressive + retaliation,0.05,3,0.1634574986413067,471.4893938481682,-577.0
Mild tariffs / tighter language,0.3,1,0.0493818498437314,420.65833927395664,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.05967127781228,377.19708807176806,203.29119282319357
No new measures,0.45,0,-0.0080141485496008,397.19405315381033,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1055898538290159,360.26838041702985,1896.1619582970152
Aggressive tariffs / restrictions,0.2,2,-0.2597206091151356,308.8076217177496,2923.0
No new measures,0.45,0,0.0037813810374505,401.9069080258557,-577.0
Mild tariffs / tighter language,0.3,1,0.050198600906927,421.0020527648732,-577.0
Mild tariffs / tighter language,0.3,1,0.0414009239389628,417.3144576219137,-577.0
No new measures,0.45,0,0.112718151641111,448.1631141935181,-577.0
Aggressive tariffs / restrictions,0.2,2,0.2535455383698829,515.936990741597,-577.0
No new measures,0.45,0,0.0605942344623559,425.4014635426585,-577.0
Mild tariffs / tighter language,0.3,1,-0.0806791669042896,369.3556281282234,987.4371871776627
Aggressive + retaliation,0.05,3,-0.0410384912354517,384.29120727177326,-506.120727177326
No new measures,0.45,0,-0.0377128942834987,385.5713323495618,-577.0
No new measures,0.45,0,0.0744554183715101,431.3390876466888,-577.0
No new measures,0.45,0,0.2417480142745743,509.8859753439643,-577.0
Aggressive + retaliation,0.05,3,-0.0800923519421008,369.5724351437565,965.7564856243521
No new measures,0.45,0,0.1704598127270406,474.80249682837945,-577.0
No new measures,0.45,0,-0.160534222877087,341.0076413940144,2923.0
Mild tariffs / tighter language,0.3,1,-0.0959056888635422,363.7742270443337,1545.577295566629
Aggressive tariffs / restrictions,0.2,2,0.0816371901165146,434.4480169665944,-577.0
Mild tariffs / tighter language,0.3,1,-0.001310175602158,399.86577691663086,-577.0
Aggressive + retaliation,0.05,3,0.0111247048692938,404.8691034707401,-577.0
No new measures,0.45,0,0.3106851871767447,546.2759745081869,-577.0
Mild tariffs / tighter language,0.3,1,0.0099679340647277,404.4010334892132,-577.0
Mild tariffs / tighter language,0.3,1,0.0883544451110726,437.3761385379656,-577.0
No new measures,0.45,0,0.1719062940597586,475.489786732943,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0610277872933957,376.68576353225046,254.4236467749538
Mild tariffs / tighter language,0.3,1,0.1492866619063798,464.8551123062349,-577.0
No new measures,0.45,0,0.2150653908941428,496.4607860415848,-577.0
No new measures,0.45,0,-0.1186616916154767,355.5896569676969,2364.0343032303103
No new measures,0.45,0,0.0001595169195642,400.45388872456095,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0769206408525625,370.746473004931,848.3526995069024
No new measures,0.45,0,0.1079287435186245,446.0218100171864,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0679177975381986,374.0993153218087,513.0684678191283
No new measures,0.45,0,-0.0758562100711407,371.1413170677079,808.8682932292083
Aggressive + retaliation,0.05,3,-0.0752645404027458,371.3609751037956,786.9024896204376
Aggressive tariffs / restrictions,0.2,2,-0.1245275591637409,353.5099208301139,2572.0079169886085
No new measures,0.45,0,0.101408355458277,443.12303556986393,-577.0
No new measures,0.45,0,0.2202099296988579,499.0214288359505,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.061964368759995,376.3331317873497,289.6868212650286
No new measures,0.45,0,0.008872634850151,403.95833584230894,-577.0
No new measures,0.45,0,0.2277442399009324,502.79541039943166,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1516035900876384,344.06669472718863,2923.0
Aggressive tariffs / restrictions,0.2,2,0.1253671326268082,453.8679248618983,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.3154033580712228,292.0823405255793,2923.0
Aggressive tariffs / restrictions,0.2,2,0.0394111723070225,416.48493104843726,-577.0
Mild tariffs / tighter language,0.3,1,0.0120459119692341,405.242243606687,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1472752433625036,345.55916230705714,2923.0
No new measures,0.45,0,0.1201791941940799,451.51938332310255,-577.0
Aggressive tariffs / restrictions,0.2,2,0.1612795583504844,470.4636355262671,-577.0
Mild tariffs / tighter language,0.3,1,0.0575361337697925,424.1025301791901,-577.0
Mild tariffs / tighter language,0.3,1,0.1533268364503435,466.7370071295373,-577.0
Aggressive + retaliation,0.05,3,-0.0968152305616693,363.4435096395672,1578.6490360432804
Mild tariffs / tighter language,0.3,1,0.0023918171188208,401.3488205267414,-577.0
Mild tariffs / tighter language,0.3,1,0.090423431687729,438.2820006827153,-577.0
Mild tariffs / tighter language,0.3,1,0.0627068285097019,426.30111410588427,-577.0
No new measures,0.45,0,-0.155073841814862,342.8747660280095,2922.9999999999995
No new measures,0.45,0,-0.0487014212774199,381.357664755155,-212.76647551549854
Aggressive + retaliation,0.05,3,-0.0342467489789541,386.91009744959,-577.0
No new measures,0.45,0,0.1637872746628869,471.6449053852674,-577.0
Mild tariffs / tighter language,0.3,1,-0.0064830641188653,397.8026565772963,-577.0
Mild tariffs / tighter language,0.3,1,-0.1291060238720583,351.8950876827297,2733.4912317270305
Aggressive tariffs / restrictions,0.2,2,-0.0248160940761804,390.57617263113065,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0656349035528846,427.5511850165603,-577.0
No new measures,0.45,0,-0.0662519818365278,374.7230151755332,450.6984824466808
No new measures,0.45,0,0.1606661360385699,470.1751311318538,-577.0
Mild tariffs / tighter language,0.3,1,-0.0872842861416006,366.9240295032867,1230.5970496713296
No new measures,0.45,0,0.1104088192389814,447.1293507036564,-577.0
Mild tariffs / tighter language,0.3,1,0.1687913318752521,474.010958470962,-577.0
No new measures,0.45,0,0.078263107110631,432.98462348946407,-577.0
No new measures,0.45,0,-0.0173596635356371,393.4993614667052,-577.0
Aggressive + retaliation,0.05,3,-0.1393476012016673,348.30951920948587,2923.0
Aggressive tariffs / restrictions,0.2,2,-0.1023569734277759,361.4349697090437,1779.5030290956315
Mild tariffs / tighter language,0.3,1,-0.1736937106907449,336.5495529078124,2922.9999999999995
No new measures,0.45,0,0.0770448181550932,432.45744429824686,-577.0
Aggressive + retaliation,0.05,3,0.0427258705935642,417.8677434726348,-577.0
Mild tariffs / tighter language,0.3,1,0.2637033225741052,521.2044750492114,-577.0
Aggressive + retaliation,0.05,3,0.2646454693735851,521.6957575710412,-577.0
No new measures,0.45,0,0.2254981647836009,501.6673614545948,-577.0
No new measures,0.45,0,0.002762242127864,401.4975177060912,-577.0
Mild tariffs / tighter language,0.3,1,-0.052580579734229,379.8811835486213,-65.11835486213226
Aggressive tariffs / restrictions,0.2,2,0.2281896314607346,503.01940110961385,-577.0
No new measures,0.45,0,0.1102509860574385,447.0587844246702,-577.0
No new measures,0.45,0,0.2603025631396091,519.4349945075701,-577.0
Mild tariffs / tighter language,0.3,1,-0.1934502845377861,329.96573777689485,2923.0
Aggressive + retaliation,0.05,3,0.5445863943398374,690.2304332216451,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2091203592322913,324.83545098650256,2923.0
Aggressive tariffs / restrictions,0.2,2,-0.1097493098825067,358.77297211978373,2045.702788021627
Mild tariffs / tighter language,0.3,1,-0.0351417429245266,386.5639701689065,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.164297085228889,339.7268877395866,2923.0
Mild tariffs / tighter language,0.3,1,-0.255980268556256,309.96483021796973,2922.9999999999995
No new measures,0.45,0,0.0728714881393629,430.6564174191899,-577.0
Mild tariffs / tighter language,0.3,1,-0.1853849186941129,332.6377932355778,2923.0
Mild tariffs / tighter language,0.3,1,0.0474980672491832,419.86665632957255,-577.0
Mild tariffs / tighter language,0.3,1,-0.1672307338488333,338.7317088904734,2923.0
No new measures,0.45,0,-0.0080482051819808,397.1805262922996,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.0069588719447658,397.6134239828776,-577.0
Aggressive tariffs / restrictions,0.2,2,0.0202196976264298,408.5681810778181,-577.0
No new measures,0.45,0,-0.0092180633822135,396.7161530750124,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2124835733787065,323.74479488555454,2923.0
No new measures,0.45,0,-0.179259281024123,334.68166545151473,2923.0000000000005
No new measures,0.45,0,-0.0855140459195709,367.5741484423143,1165.585155768569
No new measures,0.45,0,0.0810353056012272,434.1866081093481,-577.0
Mild tariffs / tighter language,0.3,1,-0.1606929491115367,340.95351883062625,2923.0
No new measures,0.45,0,0.148910214707349,464.6801518350079,-577.0
Mild tariffs / tighter language,0.3,1,0.0416566358523253,417.4211835453096,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1767337903784873,335.5279690830131,2923.0000000000005
Mild tariffs / tighter language,0.3,1,0.0440988189551741,418.4418483243813,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1861206127674052,332.393163579869,2923.0
Aggressive + retaliation,0.05,3,0.2001326462003608,489.1023414958882,-577.0
No new measures,0.45,0,-0.0011127293908276,399.9447366942217,-577.0
No new measures,0.45,0,0.1475277575965708,464.03819529579886,-577.0
No new measures,0.45,0,0.1407701380980843,460.912973163109,-577.0
Mild tariffs / tighter language,0.3,1,0.0988513605121345,441.9914195921235,-577.0
No new measures,0.45,0,-0.0381565931665116,385.4002927279271,-577.0
Mild tariffs / tighter language,0.3,1,0.0643725789358988,427.0118171309941,-577.0
Mild tariffs / tighter language,0.3,1,0.0272590455858346,411.45438123498576,-577.0
Mild tariffs / tighter language,0.3,1,0.1081452460931842,446.1183853413907,-577.0
No new measures,0.45,0,-0.019348255842913,392.7176291945792,-577.0
No new measures,0.45,0,-0.0999903655228706,362.29135753285607,1693.8642467143932
No new measures,0.45,0,0.1246339446511193,453.53527631869633,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.2472955867822793,312.66849938935286,2923.0000000000005
Mild tariffs / tighter language,0.3,1,0.1516414989023411,465.9510602053419,-577.0
Mild tariffs / tighter language,0.3,1,0.042725433239382,417.8675607164696,-577.0
Mild tariffs / tighter language,0.3,1,0.0999647091299,442.4837841640395,-577.0
Mild tariffs / tighter language,0.3,1,-0.3027447225323727,295.80320527083546,2923.0
No new measures,0.45,0,0.0450834215216919,418.8540501363605,-577.0
No new measures,0.45,0,0.1400820173044945,460.59591846071766,-577.0
No new measures,0.45,0,0.0382646424970528,416.0076922960938,-577.0
No new measures,0.45,0,-0.056403170331945,378.4318252247489,79.81747752511228
No new measures,0.45,0,0.1284818668643232,455.2838067299514,-577.0
Aggressive tariffs / restrictions,0.2,2,-0.1133510444245789,357.4830914117023,2174.6908588297724
No new measures,0.45,0,-0.1682752204759918,338.3780928561004,2923.0
No new measures,0.45,0,0.0084500967908713,403.7876841270135,-577.0
No new measures,0.45,0,-0.038538756854977,385.25303487061774,-577.0
No new measures,0.45,0,0.2086334183921606,493.27781129384834,-577.0
No new measures,0.45,0,0.2327305058910888,505.308742919164,-577.0
No new measures,0.45,0,0.0901577643090678,438.1655789178968,-577.0
No new measures,0.45,0,-0.0175261068753368,393.4338715691428,-577.0
Aggressive + retaliation,0.05,3,0.1265310616284799,454.39650245629616,-577.0
No new measures,0.45,0,0.2296576594186468,503.7583899492371,-577.0
No new measures,0.45,0,-0.0303746339806911,388.41116211291296,-577.0
Mild tariffs / tighter language,0.3,1,-0.0221117775363116,391.6338437289863,-577.0
No new measures,0.45,0,-0.1040667092700917,360.817539358472,1841.2460641527996
Mild tariffs / tighter language,0.3,1,0.2199308790075931,498.8821959886925,-577.0
No new measures,0.45,0,-0.1688775809002134,338.1743286604451,2923.0
