scenario,p,severity,log_return,S_T
Mild tariffs / tighter language,0.3,1,0.08195884958725183,434.58778376324653
No new measures,0.45,0,-0.24168755205044923,314.42688111794956
No new measures,0.45,0,0.09089105883427032,438.4870011722362
No new measures,0.45,0,0.026377608772220083,411.0918699850933
No new measures,0.45,0,-0.14170314032299172,347.4900280613044
Mild tariffs / tighter language,0.3,1,0.040901372782348504,417.1060397639621
No new measures,0.45,0,0.2608561604534112,519.722631935532
No new measures,0.45,0,0.06882066596987364,428.9154334449882
No new measures,0.45,0,-0.04199100381996912,383.9253393352965
Aggressive tariffs / restrictions,0.2,2,-0.07737047023323165,370.5797378525906
Aggressive tariffs / restrictions,0.2,2,-0.2592864430126314,308.94172462865697
