scenario,p,severity,log_return,S_T
Aggressive tariffs / restrictions,0.2,2,-0.03650395224004378,386.03774762169917
No new measures,0.45,0,0.015765280728382153,406.7522954264259
Aggressive tariffs / restrictions,0.2,2,0.2462177821316364,512.1701483459325
Mild tariffs / tighter language,0.3,1,0.053711654975847574,422.4836566929431
No new measures,0.45,0,-0.09240425326953702,365.05019162136614
Aggressive + retaliation,0.05,3,0.06148187647195544,425.7792353909212
Aggressive tariffs / restrictions,0.2,2,0.05265917662902858,422.0392357051463
Aggressive tariffs / restrictions,0.2,2,-0.0444344860851429,382.9883697779177
No new measures,0.45,0,0.06509931640884146,427.32225540979454
Mild tariffs / tighter language,0.3,1,-0.12933518530280683,351.8144561401357
No new measures,0.45,0,0.030440954971122806,412.76567689788754
Aggressive tariffs / restrictions,0.2,2,0.11990435407947256,451.39530473571017
Mild tariffs / tighter language,0.3,1,0.24168000884049629,509.8513015058988
Aggressive tariffs / restrictions,0.2,2,-0.20409491844199396,326.4720010605114
No new measures,0.45,0,-0.016231766567146852,393.943438593151
No new measures,0.45,0,0.07524823112398737,431.6811943713846
Mild tariffs / tighter language,0.3,1,0.14204594294964426,461.50138343894787
No new measures,0.45,0,-0.20750607153887352,325.36025233362795
Aggressive tariffs / restrictions,0.2,2,-0.05653695940187503,378.3811985695422
Mild tariffs / tighter language,0.3,1,0.010451061828271086,404.59645805981415
Aggressive tariffs / restrictions,0.2,2,-0.326081016133125,288.9801765642451
No new measures,0.45,0,-0.05487894972332511,379.0090786307244
Aggressive + retaliation,0.05,3,-0.48581212652813466,246.31888627778432
Aggressive tariffs / restrictions,0.2,2,0.13101372495028357,456.4379812038638
Aggressive tariffs / restrictions,0.2,2,0.22895996412130246,503.4070426704961
No new measures,0.45,0,-0.09544262478855221,363.9427168280573
Mild tariffs / tighter language,0.3,1,0.08551592521511256,436.13639801318266
No new measures,0.45,0,-0.08298231467849619,368.50592640532795
No new measures,0.45,0,-0.008477662106050486,397.0099909865827
Mild tariffs / tighter language,0.3,1,0.12877625016779248,455.41785441072403
Mild tariffs / tighter language,0.3,1,-0.07424187546123313,371.7409472126416
Aggressive + retaliation,0.05,3,0.2475260169862321,512.8406256607526
No new measures,0.45,0,-0.09920202340067494,362.5770796791106
No new measures,0.45,0,0.21123584913862228,494.56320448442773
Mild tariffs / tighter language,0.3,1,-0.030518554449535162,388.3552658187644
No new measures,0.45,0,0.06419999881337722,426.93812973794803
No new measures,0.45,0,-0.08532451589902143,367.64382138057016
Mild tariffs / tighter language,0.3,1,0.16171778061947462,470.6698483483301
No new measures,0.45,0,-0.19885217284837994,328.1881053237523
Mild tariffs / tighter language,0.3,1,0.1714169540935093,475.2571674963377
No new measures,0.45,0,-0.06001315046075247,377.06815674457573
Aggressive tariffs / restrictions,0.2,2,0.06959932372446336,429.24954183446647
Mild tariffs / tighter language,0.3,1,-0.11568919486432641,356.64821857381276
No new measures,0.45,0,-0.029565153270004675,388.7257007457614
Aggressive tariffs / restrictions,0.2,2,0.01821388984261365,407.749493179755
Aggressive tariffs / restrictions,0.2,2,-0.09587129149520793,363.7867401356193
No new measures,0.45,0,-0.06619400771766061,374.7447400418912
No new measures,0.45,0,0.31509833982287866,548.6921012172413
Mild tariffs / tighter language,0.3,1,0.34439347737215054,565.0038730404425
No new measures,0.45,0,-0.18850380925579088,331.6019485445926
No new measures,0.45,0,0.016124093134729206,406.89826938340235
No new measures,0.45,0,-0.005591896904610998,398.15732327277436
Aggressive tariffs / restrictions,0.2,2,0.49892500953067853,659.4222799084089
Mild tariffs / tighter language,0.3,1,-0.2028951100643049,326.86393998124737
Mild tariffs / tighter language,0.3,1,-0.3428261943658301,284.1814419653386
Aggressive tariffs / restrictions,0.2,2,-0.0380868775139792,385.42716209741775
Mild tariffs / tighter language,0.3,1,0.258381134638249,518.4378955384732
Mild tariffs / tighter language,0.3,1,0.1093044195331401,446.635813761457
No new measures,0.45,0,-0.019895781705658068,392.50266499044017
No new measures,0.45,0,-0.2227267483179727,320.4455465518912
Mild tariffs / tighter language,0.3,1,0.027809188062451914,411.68080204343494
Mild tariffs / tighter language,0.3,1,0.12151079056314643,452.1210253777864
Mild tariffs / tighter language,0.3,1,-0.10185098716328946,361.6178971146962
Aggressive tariffs / restrictions,0.2,2,-0.37425547114118185,275.38872294621495
Mild tariffs / tighter language,0.3,1,-0.2606965645991177,308.50638624595433
Mild tariffs / tighter language,0.3,1,-0.06745196455127127,374.27362371942115
Mild tariffs / tighter language,0.3,1,-0.10458330415490623,360.63119100073646
No new measures,0.45,0,0.004867157656343685,402.343526141538
No new measures,0.45,0,0.03164853894504034,413.26442719511675
No new measures,0.45,0,0.09516321585723987,440.3642936827109
No new measures,0.45,0,0.06798513157625592,428.5572095234352
No new measures,0.45,0,0.1561900650249091,468.0752968655809
Aggressive tariffs / restrictions,0.2,2,0.0940014169892818,439.852976026472
No new measures,0.45,0,-0.2355456476414032,316.3640036867328
No new measures,0.45,0,-0.018196694447752022,393.1701281457159
No new measures,0.45,0,0.3105407321242139,546.1970678829605
No new measures,0.45,0,0.13721109241721963,459.2754785243144
Mild tariffs / tighter language,0.3,1,-0.14826851758450607,345.21609770577874
Mild tariffs / tighter language,0.3,1,-0.09040881436428724,365.7793542338721
Aggressive tariffs / restrictions,0.2,2,-0.017873563961267446,393.2971939288034
Mild tariffs / tighter language,0.3,1,-0.08830051645919743,366.5513395817232
No new measures,0.45,0,-0.16441203196163096,339.6878394880938
Aggressive tariffs / restrictions,0.2,2,0.4265619405145651,613.3900614817641
No new measures,0.45,0,0.02057642229319917,408.7139534248158
No new measures,0.45,0,-0.1156891242665918,356.6482437523699
No new measures,0.45,0,-0.04178450987720498,384.00462577814625
Mild tariffs / tighter language,0.3,1,-0.07079195796754621,373.0256375732336
Mild tariffs / tighter language,0.3,1,0.05716244329499452,423.9440767114442
No new measures,0.45,0,0.24995920961738005,514.0899850416885
Mild tariffs / tighter language,0.3,1,0.08367597894569596,435.33466827070725
No new measures,0.45,0,0.12501931685239304,453.71008988846813
Mild tariffs / tighter language,0.3,1,0.044929702383884135,418.78966920132393
No new measures,0.45,0,-0.17239361703967476,336.98738339346573
No new measures,0.45,0,-0.08182655261545038,368.9320777924407
No new measures,0.45,0,0.010097724344449954,404.45352421878925
Mild tariffs / tighter language,0.3,1,-0.381137524108341,273.49998980371635
No new measures,0.45,0,-0.021719735926180768,391.7874105919967
No new measures,0.45,0,0.04758743190855902,419.90417924688506
No new measures,0.45,0,-0.08292353936226546,368.5275860942066
Aggressive + retaliation,0.05,3,0.3571572033631803,572.261647248752
Aggressive tariffs / restrictions,0.2,2,-0.0327703942434176,387.48173587090207
Mild tariffs / tighter language,0.3,1,-0.1525980132122266,343.7247169130557
No new measures,0.45,0,-0.03394671543586671,387.026200873574
Aggressive + retaliation,0.05,3,0.057757414902703835,424.1963864514669
Aggressive tariffs / restrictions,0.2,2,-0.3285431988748262,288.2695297909406
Mild tariffs / tighter language,0.3,1,-0.15056194333388093,344.4252774086476
No new measures,0.45,0,-0.08432023155104486,368.01322577849237
No new measures,0.45,0,-0.03411477429334676,386.9611631576755
No new measures,0.45,0,0.09446834779713165,440.0584048887031
Aggressive tariffs / restrictions,0.2,2,0.3434175931776372,564.4527636441155
Mild tariffs / tighter language,0.3,1,0.17950440223601016,479.1163697068691
No new measures,0.45,0,0.045609131906129786,419.0743039498669
No new measures,0.45,0,-0.07415625932775952,371.7727755976879
Mild tariffs / tighter language,0.3,1,-0.12726838564959267,352.54233807003664
No new measures,0.45,0,0.14587604225298867,463.27236892631146
Aggressive tariffs / restrictions,0.2,2,0.03634146639036748,415.20840507347117
Aggressive tariffs / restrictions,0.2,2,-0.15555198504049011,342.7108619693247
Mild tariffs / tighter language,0.3,1,-0.28459023419369783,301.22240365850854
No new measures,0.45,0,0.13764830312983117,459.47632258595337
Mild tariffs / tighter language,0.3,1,0.10334900673659428,443.9838178242343
Mild tariffs / tighter language,0.3,1,0.013687185618848352,405.9079031381252
Mild tariffs / tighter language,0.3,1,0.37716056091556255,583.8240595856666
No new measures,0.45,0,0.009866094581920197,404.35985159412286
No new measures,0.45,0,-0.02096795300615712,392.08206041803595
No new measures,0.45,0,0.22150470652026152,499.66796868747383
Mild tariffs / tighter language,0.3,1,-0.20716982100041384,325.4696732890651
No new measures,0.45,0,0.20283029617764442,490.4235496937091
No new measures,0.45,0,-0.17179541389717984,337.1890306121796
No new measures,0.45,0,0.15331523083600607,466.73159039126784
Mild tariffs / tighter language,0.3,1,-0.032692389570653464,387.5119624358021
No new measures,0.45,0,0.21685466953166394,497.3498879086983
Aggressive tariffs / restrictions,0.2,2,0.4668310799256443,638.5948326833781
Mild tariffs / tighter language,0.3,1,-0.1555648802205923,342.7064426795305
No new measures,0.45,0,0.08879681066092429,437.5696614747663
Mild tariffs / tighter language,0.3,1,-0.15527184761280444,342.80688155734896
No new measures,0.45,0,-0.04603051168719191,382.3775980677598
Aggressive + retaliation,0.05,3,0.0711569663780334,429.9186802338178
Mild tariffs / tighter language,0.3,1,-0.12340806497272369,353.90589473683934
Aggressive tariffs / restrictions,0.2,2,-0.0368552042775739,385.90217488777694
No new measures,0.45,0,-0.03148227558535797,387.9811799270799
Mild tariffs / tighter language,0.3,1,-0.1647587178901441,339.5700949054305
Mild tariffs / tighter language,0.3,1,0.027884587127761283,411.7118435613508
Aggressive tariffs / restrictions,0.2,2,-0.15255320779027207,343.7401179890565
Mild tariffs / tighter language,0.3,1,0.00944948393635968,404.1914260616824
Mild tariffs / tighter language,0.3,1,-0.004729839477110593,398.50070573705204
No new measures,0.45,0,0.2152740150529854,496.56437056021184
No new measures,0.45,0,0.11025114792354335,447.05885678834017
Mild tariffs / tighter language,0.3,1,0.19024093530141997,484.2881321714124
No new measures,0.45,0,0.07567034968081293,431.86345347893086
No new measures,0.45,0,0.2899337656628414,535.0567812021785
Aggressive tariffs / restrictions,0.2,2,0.1799110997390508,479.31126476707556
Aggressive tariffs / restrictions,0.2,2,0.1814921604137077,480.0696843544226
No new measures,0.45,0,-0.11092492156956565,358.3514422470297
Mild tariffs / tighter language,0.3,1,0.0837163424310083,435.35224024982676
No new measures,0.45,0,-0.0008898647552898365,400.03388016529493
Mild tariffs / tighter language,0.3,1,0.12531862590144102,453.8459097490589
No new measures,0.45,0,0.03279974634494,413.74045421215897
Mild tariffs / tighter language,0.3,1,0.02421473535371328,410.20369116236475
Mild tariffs / tighter language,0.3,1,0.04637853429433564,419.39686479379094
Aggressive tariffs / restrictions,0.2,2,0.17209917143448084,475.5815067997937
No new measures,0.45,0,-0.015390412272803604,394.27502406781105
Aggressive tariffs / restrictions,0.2,2,0.26613437130137096,522.4730899324311
No new measures,0.45,0,-0.21084373404884285,324.2761198577754
No new measures,0.45,0,0.13046449239299182,456.18735943531965
Mild tariffs / tighter language,0.3,1,0.13915574126580516,460.1694770296592
No new measures,0.45,0,-0.08014542363649539,369.55282182888243
Aggressive tariffs / restrictions,0.2,2,-0.4480275135426405,255.80401762692563
Aggressive tariffs / restrictions,0.2,2,0.15382883470220035,466.97136711042197
No new measures,0.45,0,-0.08229587613639584,368.758969915678
Aggressive + retaliation,0.05,3,0.14030163730708084,460.6970856462834
No new measures,0.45,0,-0.03308593396595605,387.3594892793187
Mild tariffs / tighter language,0.3,1,-0.171477569598283,337.29622125727553
No new measures,0.45,0,-0.017627509729474043,393.39397827433265
Aggressive tariffs / restrictions,0.2,2,-0.01209766995640731,395.57540986661616
No new measures,0.45,0,-0.004580656574517559,398.5601596636637
No new measures,0.45,0,0.1256453276475459,453.9942062232759
No new measures,0.45,0,0.15026153769167258,465.30850926584185
Aggressive + retaliation,0.05,3,0.03944144233486402,416.4975382497049
Aggressive tariffs / restrictions,0.2,2,-2.373659417722815e-05,400.38051086594135
Mild tariffs / tighter language,0.3,1,-0.09811453072381927,362.97159407493484
Aggressive tariffs / restrictions,0.2,2,-0.14109046986396134,347.7029901674393
Aggressive tariffs / restrictions,0.2,2,-0.12250755797440187,354.22473300829876
Mild tariffs / tighter language,0.3,1,0.010975120504484237,404.80854591241115
No new measures,0.45,0,-0.021120968635736405,392.0220703245423
Aggressive tariffs / restrictions,0.2,2,-0.08380684765876602,368.2022063463917
Mild tariffs / tighter language,0.3,1,0.006228579258158362,402.89165834422596
No new measures,0.45,0,-0.06177712185902206,376.4036055978057
No new measures,0.45,0,-0.005409265109028507,398.23004610019615
Mild tariffs / tighter language,0.3,1,-0.21318272866883525,323.5185261072823
No new measures,0.45,0,-0.09723948973200544,363.28934810223876
Aggressive tariffs / restrictions,0.2,2,0.00013413744824883334,400.4437255455476
No new measures,0.45,0,0.006596545037977852,403.0399359663437
No new measures,0.45,0,-0.10353514237819386,361.009389002353
Aggressive tariffs / restrictions,0.2,2,-0.5131777340829811,239.66961591585275
No new measures,0.45,0,0.2652666086191082,522.0199039398854
No new measures,0.45,0,0.02535001177691014,410.6696501877516
Mild tariffs / tighter language,0.3,1,0.11430581339916047,448.8752107659595
Aggressive tariffs / restrictions,0.2,2,0.12833868983862212,455.218625215013
No new measures,0.45,0,-0.05453945881139418,379.13777061210186
No new measures,0.45,0,0.09470339836643907,440.1618530245961
Aggressive tariffs / restrictions,0.2,2,0.18554493158872332,482.0192448259619
Aggressive + retaliation,0.05,3,-0.05880272088115123,377.52484753528637
Mild tariffs / tighter language,0.3,1,0.21591870684556072,496.88460474948266
No new measures,0.45,0,-0.13784686965557844,348.83263071956014
No new measures,0.45,0,-0.075387265716979,371.31540250794484
No new measures,0.45,0,0.06085495311926872,425.5123881003046
No new measures,0.45,0,0.026245438325304557,411.0375393794433
Mild tariffs / tighter language,0.3,1,0.20454821087514652,491.2667796088809
No new measures,0.45,0,0.13585112084937134,458.6513014594447
Mild tariffs / tighter language,0.3,1,-0.10398971203052532,360.84532238258413
Mild tariffs / tighter language,0.3,1,0.12748918010722624,454.8320767745577
Mild tariffs / tighter language,0.3,1,-0.06047573588367583,376.8937708491134
No new measures,0.45,0,-0.3175505475360318,291.4558572310071
Aggressive tariffs / restrictions,0.2,2,0.07319450400426836,430.7955487439425
Mild tariffs / tighter language,0.3,1,0.01057361710283067,404.6460465284196
Mild tariffs / tighter language,0.3,1,0.16530742321527794,472.3624209323689
No new measures,0.45,0,0.10817518877281343,446.1317435212686
No new measures,0.45,0,-0.05520371066263235,378.88601127115965
Aggressive tariffs / restrictions,0.2,2,0.09995118366375677,442.4777994050712
No new measures,0.45,0,-0.13043059711416904,351.4292854282602
No new measures,0.45,0,-0.19677742503803022,328.86971972113963
Mild tariffs / tighter language,0.3,1,0.20109551179721272,489.5735081125151
Mild tariffs / tighter language,0.3,1,-0.06630059077099114,374.7048007317426
Aggressive + retaliation,0.05,3,-0.12297455919510597,354.05934824602895
No new measures,0.45,0,-0.05668075611439186,378.3267925089098
Aggressive tariffs / restrictions,0.2,2,0.1825349189482783,480.5705422064879
No new measures,0.45,0,0.20079743443681242,489.42759908066495
Mild tariffs / tighter language,0.3,1,-0.07789427161386141,370.3856785029846
Mild tariffs / tighter language,0.3,1,0.22474747517592633,501.29090629800703
No new measures,0.45,0,0.1262931947247746,454.28842942121105
No new measures,0.45,0,0.20612410404891504,492.04157390954435
No new measures,0.45,0,-0.0036593358142910735,398.92753062021916
Aggressive + retaliation,0.05,3,0.19757145900254747,487.85126164916204
Mild tariffs / tighter language,0.3,1,-0.015139100468594215,394.37412248724394
Aggressive tariffs / restrictions,0.2,2,0.02192683429833489,409.26625848994985
Aggressive tariffs / restrictions,0.2,2,0.4507502955415772,628.4078536978553
Mild tariffs / tighter language,0.3,1,-0.4501041329949641,255.27336120436175
Aggressive tariffs / restrictions,0.2,2,-0.029266233539173576,388.84191589623083
No new measures,0.45,0,0.022814157217616964,409.6295709851111
No new measures,0.45,0,-0.179513529385441,334.5965840028783
Aggressive tariffs / restrictions,0.2,2,0.1845808979064546,481.55478595141824
Aggressive tariffs / restrictions,0.2,2,-0.22676915441949871,319.15279020279525
No new measures,0.45,0,-0.17953545534281654,334.58924773286714
Mild tariffs / tighter language,0.3,1,0.0659943675173002,427.70490188669936
Mild tariffs / tighter language,0.3,1,-0.12020358833300673,355.04179692317524
Aggressive tariffs / restrictions,0.2,2,-0.05943408175608624,377.28656834523093
Mild tariffs / tighter language,0.3,1,-0.04264022659836153,383.67616715267826
No new measures,0.45,0,-0.00758605273504267,397.3641266668151
No new measures,0.45,0,-0.15514195131373518,342.85141379478256
No new measures,0.45,0,-0.09286524888526279,364.881943867227
Mild tariffs / tighter language,0.3,1,0.08897434121437325,437.64735035481124
Aggressive tariffs / restrictions,0.2,2,0.21389054709366517,495.877864652762
Mild tariffs / tighter language,0.3,1,-0.2773419566108201,303.4136791472338
No new measures,0.45,0,0.015192303415323861,406.51930234536127
No new measures,0.45,0,0.16268088091583577,471.12336897663266
Mild tariffs / tighter language,0.3,1,0.11463709141416309,449.02393788841863
Aggressive tariffs / restrictions,0.2,2,-0.06658718639847713,374.59742736135905
No new measures,0.45,0,0.011181243923376853,404.8919950340052
No new measures,0.45,0,-0.15323817555087593,343.5047477099369
Mild tariffs / tighter language,0.3,1,-0.22726649042810532,318.99410349155875
No new measures,0.45,0,-0.20861627353451181,324.9992371691445
Aggressive tariffs / restrictions,0.2,2,-0.15329444619253993,343.4854190211926
No new measures,0.45,0,0.024389049015959056,410.27520150247165
No new measures,0.45,0,-0.06548996122077576,375.00867066215585
Aggressive tariffs / restrictions,0.2,2,0.04551214264786002,419.03366021500153
No new measures,0.45,0,0.02393871627385396,410.0904827415361
No new measures,0.45,0,-0.014500736439967807,394.6259571133921
No new measures,0.45,0,0.0015467480475177178,401.00979632132146
No new measures,0.45,0,0.15418938582157013,467.13976451565946
No new measures,0.45,0,0.13643571846049382,458.9195063029331
No new measures,0.45,0,0.05426149345901707,422.71601834073704
No new measures,0.45,0,-0.0974229296952979,363.2227124295679
No new measures,0.45,0,-0.05614965091173952,378.5277772039983
Mild tariffs / tighter language,0.3,1,-0.11141657763010414,358.17529989292234
Mild tariffs / tighter language,0.3,1,0.04772581977891615,419.9622929130257
No new measures,0.45,0,0.10158982346500602,443.2034555204679
No new measures,0.45,0,0.16616796218521365,472.7690821523327
Mild tariffs / tighter language,0.3,1,-0.18456445985808298,332.91082084087526
Aggressive tariffs / restrictions,0.2,2,-0.02060108590643548,392.22592881507154
Aggressive tariffs / restrictions,0.2,2,-0.23409718127972512,316.8225783389216
No new measures,0.45,0,-0.1428466025541723,347.09291342456777
No new measures,0.45,0,0.1933033085759429,485.7734763829388
No new measures,0.45,0,-0.08356946045903989,368.2896232125013
No new measures,0.45,0,0.09025464659126158,438.20803145557727
Mild tariffs / tighter language,0.3,1,-0.1840449489319632,333.0838165824237
No new measures,0.45,0,0.34612704541651973,565.9841951817489
No new measures,0.45,0,-0.18076476869209854,334.1781854180652
No new measures,0.45,0,0.07062449211767835,429.68982053890323
Mild tariffs / tighter language,0.3,1,0.050247723665598744,421.02273405506827
No new measures,0.45,0,-0.027674021063855365,389.46152799180135
Aggressive tariffs / restrictions,0.2,2,-0.11430985587852367,357.1404967971316
No new measures,0.45,0,0.06366911797740503,426.7115366190183
Aggressive tariffs / restrictions,0.2,2,0.018017647218027913,407.66948319998085
No new measures,0.45,0,-0.06427678544360127,375.4638981772974
Aggressive tariffs / restrictions,0.2,2,-0.5639543406186782,227.80380817761383
Aggressive tariffs / restrictions,0.2,2,-0.020417699918617097,392.29786415023995
Aggressive + retaliation,0.05,3,0.18647951012608016,482.4699402390947
Aggressive tariffs / restrictions,0.2,2,-0.22913994196733425,318.39704295399036
Aggressive tariffs / restrictions,0.2,2,-0.0872771133862226,366.92666136903154
Mild tariffs / tighter language,0.3,1,0.07939880426291661,433.4766422326031
Aggressive tariffs / restrictions,0.2,2,-0.30956606985640134,293.79229522348555
No new measures,0.45,0,-0.2875356943125672,300.3364704625808
Mild tariffs / tighter language,0.3,1,-0.02665260882880501,389.85953199004774
Mild tariffs / tighter language,0.3,1,0.09293217575534127,439.3829184348965
Aggressive tariffs / restrictions,0.2,2,-0.10921478888212525,358.9647950698814
Mild tariffs / tighter language,0.3,1,0.604252033004869,732.6668830957314
No new measures,0.45,0,-0.08045769308348327,369.4374397896575
Mild tariffs / tighter language,0.3,1,-0.22347520388850686,320.2057970296463
No new measures,0.45,0,0.05164043538388584,421.6095058575906
No new measures,0.45,0,0.1719058445026255,475.4895729731656
Mild tariffs / tighter language,0.3,1,-0.3359070315352209,286.1545579191444
No new measures,0.45,0,0.05866471010802459,424.5814324477882
No new measures,0.45,0,0.18673087530590168,482.5912316259583
No new measures,0.45,0,-0.04921243592018294,381.1628351889555
No new measures,0.45,0,-0.05897410893211986,377.4601498318401
No new measures,0.45,0,0.051169284225897595,421.4109108384973
No new measures,0.45,0,-0.035000706797653894,386.6184934988369
Mild tariffs / tighter language,0.3,1,0.1685075749397186,473.8764736553788
No new measures,0.45,0,0.14470057677483383,462.7281281804255
Aggressive tariffs / restrictions,0.2,2,0.3652664460448568,576.9211226984771
Aggressive tariffs / restrictions,0.2,2,-0.25438826531523917,310.4586882397578
Mild tariffs / tighter language,0.3,1,-0.17738613433948477,335.3091608155215
No new measures,0.45,0,-0.1586706055382231,341.64374168686714
Mild tariffs / tighter language,0.3,1,0.05543193237014378,423.21107127505275
Aggressive tariffs / restrictions,0.2,2,-0.1770059188634034,335.4366747875921
Mild tariffs / tighter language,0.3,1,0.09107138984055876,438.5660811044696
Aggressive tariffs / restrictions,0.2,2,-0.11286360052605529,357.6573868396067
Mild tariffs / tighter language,0.3,1,-0.005200301612578405,398.3132703381318
Mild tariffs / tighter language,0.3,1,0.041676773252281425,417.4295894072686
No new measures,0.45,0,0.11352385005599537,448.5243440058359
Mild tariffs / tighter language,0.3,1,0.25639580994967115,517.4096490242988
No new measures,0.45,0,0.15496329831302927,467.50142974524346
Mild tariffs / tighter language,0.3,1,-0.09182895829300845,365.26026358366516
Aggressive tariffs / restrictions,0.2,2,-0.499611642466394,242.94315021152767
No new measures,0.45,0,0.053810567882475374,422.5254478462375
Mild tariffs / tighter language,0.3,1,0.19151685913025313,484.90644131307175
No new measures,0.45,0,0.11952693819361115,451.22497312185
Mild tariffs / tighter language,0.3,1,-0.1964919855497008,328.96360552438426
No new measures,0.45,0,-0.0679029934308176,374.1048535692382
Aggressive tariffs / restrictions,0.2,2,-0.4143284240311029,264.5712747252294
No new measures,0.45,0,-0.08976984111636586,366.0131521432195
Aggressive + retaliation,0.05,3,-0.49963756932822273,242.93685153969264
Aggressive tariffs / restrictions,0.2,2,0.08889582931922055,437.61299118074595
Mild tariffs / tighter language,0.3,1,0.05264158591870275,422.0318118005009
Aggressive tariffs / restrictions,0.2,2,-0.16271311488654266,340.26543146030576
Aggressive tariffs / restrictions,0.2,2,0.36300457737507985,575.6176775526894
Aggressive tariffs / restrictions,0.2,2,-0.23888534012405244,315.3092075296306
No new measures,0.45,0,0.052263981352455406,421.87248074522364
Mild tariffs / tighter language,0.3,1,0.07301942637759443,430.72013268371177
No new measures,0.45,0,-0.07666695028070634,370.84053982110896
Mild tariffs / tighter language,0.3,1,-0.011446989644704577,395.83288675609714
No new measures,0.45,0,0.046061359768557394,419.2638638854521
Mild tariffs / tighter language,0.3,1,0.14553136125309732,463.1127152593413
Mild tariffs / tighter language,0.3,1,0.006492848070335804,402.998144114027
Mild tariffs / tighter language,0.3,1,0.049875388251314566,420.8660015613005
Mild tariffs / tighter language,0.3,1,-0.10589410541938324,360.1587848624852
Aggressive tariffs / restrictions,0.2,2,0.37631463381364083,583.3303958221261
Aggressive tariffs / restrictions,0.2,2,-0.41828936436409025,263.52539639046273
Mild tariffs / tighter language,0.3,1,-0.1497352911135818,344.7101150435559
Mild tariffs / tighter language,0.3,1,-0.15348335497351812,343.4205377379165
Aggressive tariffs / restrictions,0.2,2,-0.06851715361074565,373.87516380543127
No new measures,0.45,0,0.04619180638746052,419.31855900624345
No new measures,0.45,0,0.0019111368496401108,401.1559464267561
No new measures,0.45,0,0.04387583320247484,418.3485521561166
Mild tariffs / tighter language,0.3,1,-0.09195330991251931,365.2148457022976
No new measures,0.45,0,0.08616334245373754,436.4188516584618
Aggressive tariffs / restrictions,0.2,2,-0.2307493018945149,317.88503962145944
Mild tariffs / tighter language,0.3,1,-0.19217993316308865,330.385176566397
No new measures,0.45,0,-0.0020031557714323203,399.5887738527565
Aggressive tariffs / restrictions,0.2,2,0.13515753944561953,458.3332997387338
Aggressive tariffs / restrictions,0.2,2,-0.17770668068321321,335.2016959146641
No new measures,0.45,0,-0.04722408001399196,381.92147653808314
No new measures,0.45,0,0.10871924245624608,446.37452917785436
No new measures,0.45,0,0.0427929842120689,417.8957890300646
No new measures,0.45,0,0.06412908949990152,426.90785692159665
No new measures,0.45,0,0.07990946932325407,433.6980601386461
Aggressive tariffs / restrictions,0.2,2,-0.1522650695209432,343.83917694240506
No new measures,0.45,0,0.027825953530449296,411.6877041226048
No new measures,0.45,0,-0.03130371534785818,388.05046412423036
Mild tariffs / tighter language,0.3,1,0.2801560592284426,529.8506465748815
Mild tariffs / tighter language,0.3,1,-0.04620480767772928,382.31095699335003
Aggressive tariffs / restrictions,0.2,2,-0.0558762318883399,378.63128804944336
Aggressive tariffs / restrictions,0.2,2,0.529456129055405,679.8656721802888
Mild tariffs / tighter language,0.3,1,-0.0013642682665564454,399.8441476963521
No new measures,0.45,0,-0.06402067865073494,375.5600693466159
Aggressive + retaliation,0.05,3,-0.09086723805670599,365.6117107405041
Mild tariffs / tighter language,0.3,1,-0.17216104165823073,337.06576747745106
Aggressive + retaliation,0.05,3,0.06868394571263656,428.8567960251475
No new measures,0.45,0,-0.0006139327103708535,400.14427756227514
Aggressive tariffs / restrictions,0.2,2,0.2708206514237428,524.9272912342075
Mild tariffs / tighter language,0.3,1,0.30665880556856484,544.0808810788672
No new measures,0.45,0,0.06781024141979222,428.48226563967285
Mild tariffs / tighter language,0.3,1,-0.03821643790524693,385.37722923822145
Mild tariffs / tighter language,0.3,1,-0.08837399387281661,366.52440732680043
No new measures,0.45,0,0.073409317815872,430.8880995180264
Mild tariffs / tighter language,0.3,1,-0.07455917061940505,371.62301432075395
Aggressive tariffs / restrictions,0.2,2,-0.13576666006265997,349.55903097475124
No new measures,0.45,0,0.027268344824123117,411.4582074651122
Mild tariffs / tighter language,0.3,1,-0.03164905178720839,387.916479294915
No new measures,0.45,0,0.05226299038623546,421.8720626840532
No new measures,0.45,0,-0.122556650209783,354.20734375117036
Aggressive tariffs / restrictions,0.2,2,-0.24515021226144607,313.3400104852479
Aggressive tariffs / restrictions,0.2,2,-0.2279859567957557,318.7646805035761
No new measures,0.45,0,-0.04572965581510121,382.49265592054184
Aggressive + retaliation,0.05,3,-0.5270721565152567,236.36257295732375
Aggressive tariffs / restrictions,0.2,2,-0.2773495385293892,303.4113786981467
No new measures,0.45,0,0.09050856591992033,438.3193150726701
Aggressive tariffs / restrictions,0.2,2,0.19292510876468333,485.58979168280473
No new measures,0.45,0,-0.09001391906087304,365.92382730693646
Aggressive + retaliation,0.05,3,0.1109303252457369,447.3625921589688
Mild tariffs / tighter language,0.3,1,-0.045571636453582844,382.55310194151093
Mild tariffs / tighter language,0.3,1,-0.20189286262139394,327.19170275153607
No new measures,0.45,0,0.026953313905502388,411.3286058233744
Aggressive tariffs / restrictions,0.2,2,-0.19703819719492532,328.7839708359373
No new measures,0.45,0,0.016187909440296844,406.9242369562647
No new measures,0.45,0,-0.0036640630503555847,398.92564480006666
No new measures,0.45,0,0.09145517604059594,438.73442901693835
Aggressive tariffs / restrictions,0.2,2,0.23219665174525336,505.03905374557644
No new measures,0.45,0,0.0372626492686648,415.5910641695941
Aggressive tariffs / restrictions,0.2,2,0.2303972929068693,504.1311243508471
