scenario,p,severity,log_return,S_T
Aggressive tariffs / restrictions,0.2,2,-0.18285371103359244,333.48083507285776
Mild tariffs / tighter language,0.3,1,0.06498043637542783,427.2714583452312
No new measures,0.45,0,0.10831427116793402,446.19379690786366
Aggressive tariffs / restrictions,0.2,2,0.16222010253626823,470.9063355201014
Mild tariffs / tighter language,0.3,1,-0.10580737773051857,360.19002195606157
Aggressive + retaliation,0.05,3,-0.44303657716372735,257.08391047948743
No new measures,0.45,0,0.21554815994070659,496.7005198052825
No new measures,0.45,0,-0.06672913648674586,374.54425699733804
Mild tariffs / tighter language,0.3,1,0.14592600987049303,463.2955181211926
Aggressive tariffs / restrictions,0.2,2,-0.18547660247619532,332.60729714265034
Aggressive tariffs / restrictions,0.2,2,0.02599746595604843,410.9356260633157
Mild tariffs / tighter language,0.3,1,0.01307047616948961,405.65765307241213
Aggressive tariffs / restrictions,0.2,2,0.22357202638221232,500.7020106830248
No new measures,0.45,0,0.054585356438407916,422.8529425810225
